Organisasjonsnummer;Navn;AntallAnsatte;Naeringskode;Organisasjonsform;BrregNavn;StatusCode;Status
816499372;ROKO REKKVERK AS;1;46.739;AS;;200;konkurs: False
816504562;ENVIRO AS;;;AS;;200; slettdato: 2022-01-19
816505682;HFB Lofoten AS;0;68.209;AS;;200;konkurs: False
816508762;UTLEIETELT.NO AS;5;77.210;AS;;200;konkurs: False
816516552;Båtsfjord Fiskedelikatesser AS;;;AS;;200; slettdato: 2022-06-17
816535042;VEGARD HARM;0;90.012;ENK;;200;konkurs: False
816559812;JAIME COELHO ART AND DESIGN;0;96.090;ENK;;200;konkurs: False
816561752;GUNNA AS;0;74.200;AS;THORIR.PHOTO AS;200;konkurs: False
816572932;HØGEBAKKEN EIENDOM AS;0;68.209;AS;;200;konkurs: False
816632102;TEAM SERVICE J. OLSEN AS;1;62.020;AS;;200;konkurs: False
816636582;SC Agency AS;0;46.160;AS;;200;konkurs: False
816640652;OLJE INVEST AS;0;71.129;AS;;200;konkurs: False
816655552;GLOEN KB INVEST AS;0;68.100;AS;;200;konkurs: False
816666392;Credeva Development AS;0;68.209;AS;;200;konkurs: False
816667232;NORGES REALFAGSGYMNAS UNGDOMSSKOLE BÆRUM AS;31;85.201;AS;NORGES REALFAGSUNGDOMSSKOLE SANDVIKA AS;200;konkurs: False
816668522;Slomarka 57 AS;0;68.209;AS;;200;konkurs: False
816680042;DITT BYGG SALTEN AS;;;AS;;200; slettdato: 2022-11-03
816683262;OTERHALS INVEST AS;0;68.100;AS;;200;konkurs: False
816690102;Teveldal Turistgård AS;11;55.202;AS;;200;konkurs: False
816718082;SUPERMANZANA AS;0;68.100;AS;;200;konkurs: False
816729432;ENGINEER.IT AS;0;62.010;AS;;200;konkurs: False
816765552;TK BETONG OG GRUNN AS;0;00.000;AS;;200;konkurs: False
816791642;Heilt På Jordet Anders Kvalø Pettersen;0;68.209;ENK;;200;konkurs: False
816796822;OSLO GULVLEGGERSERVICE AS;5;43.330;AS;;200;konkurs: False
816809932;ANTI AS;73;74.102;AS;;200;konkurs: False
816827922;R HANSEN AS;1;77.320;AS;;200;konkurs: False
816838002;BR-VANEBO HOLDING AS;0;46.694;AS;;200;konkurs: False
816841542;JÆREN SKOGLAG AS;1;02.100;AS;;200;konkurs: False
816881412;WICKNEGÅRDEN INVEST AS;0;68.100;AS;;200;konkurs: False
816898692;Sport Outlet Geilo 29 AS;6;47.641;AS;;200;konkurs: False
816898862;Sport Outlet Fauske 27 AS;7;47.641;AS;;200;konkurs: False
816899222;JANSON DA;;;DA;;200; slettdato: 2022-10-11
816900662;TOTENSVEIS AS;1;41.200;AS;;200;konkurs: False
816946352;NORSUPPLY EIENDOM AS;0;00.000;AS;;200;konkurs: False
816964482;MAWA PLAST AS;1;22.290;AS;;200;konkurs: False
816977622;SIGURD-JOHAN THORHEIM CATERING;0;56.210;ENK;;200;konkurs: False
816996112;GICALA TRANSPORT AS;;;AS;;200; slettdato: 2021-08-16
817011152;STIFTELSEN OVERSKUDDSFABRIKKEN;0;94.992;STI;;200;konkurs: False
817020372;RABBEN MARINA AS;;;AS;;200; slettdato: 2022-06-30
817021042;LYNG ILLUSTRATED AS;;;AS;MARMÆLEN AS;200; slettdato: 2021-01-30
817084532;Sandvikbygg AS;0;43.120;AS;;200;konkurs: False
817089062;MOMENT HOLDING AS;5;68.209;AS;;200;konkurs: False
817093582;TEDD AS;0;00.000;AS;;200;konkurs: False
817101232;WENCHES PRODUKTER AS;;;AS;;200; slettdato: 2020-06-30
817103022;PROGRESSING MINDS AS;1;70.220;AS;;200;konkurs: False
817104762;RÅSTAD FOODS AS;1;10.860;AS;;200;konkurs: False
817110592;Eik Enter;2;79.903;AS;EIK ENTER AS;200;konkurs: False
817128572;Ainas Kiosk og Helsekost AS;20;47.112;AS;;200;konkurs: False
817149332;NORDBYS SJØBOD;0;55.202;ENK;;200;konkurs: False
817156452;VIPCAR AS;3;77.110;AS;;200;konkurs: False
817181902;BESTEMORS EIENDOM AS;;;AS;;200; slettdato: 2022-01-08
817188362;TREVERKET MAT & SKAFFERI AS;22;56.101;AS;;200;konkurs: False
817193722;PRIMÆRKONTAKTEN FOR MUSKEL & SKJELETT AS;0;86.909;AS;;200;konkurs: False
817208592;SOR CONSULT AS;0;74.909;AS;;200;konkurs: False
817245552;NORDENA AS;;;AS;;200; slettdato: 2020-09-03
817263402;NORWEGIAN INSPECTION SERVICE AS;1;71.129;AS;;200;konkurs: False
817270492;Kraft Glass Bømlo AS;0;43.342;AS;;200;konkurs: False
817279872;GOMAP AS;;;AS;;200; slettdato: 2020-12-19
817309682;RABBEN RESTAURANT AS;;;AS;;200; slettdato: 2022-06-07
817330622;YXNEY MARITIME AS;12;62.010;AS;;200;konkurs: False
817356052;GLASSMESTER BODØ AS;2;43.342;AS;;200;konkurs: False
817357202;LATEBRO AS;0;62.010;AS;;200;konkurs: False
817364462;HELMER LUNDGREENS GATE 2 AS;0;68.209;AS;;200;konkurs: False
817372902;LANGVIK MASKIN AS;11;43.120;AS;;200;konkurs: False
817381332;NT REFECTIO XVI AS;0;82.990;AS;;200;konkurs: False
817398022;RETAIL SOLUTION AS;;;AS;;200; slettdato: 2020-07-21
817400612;NESSET DYREKLINIKK AS;1;75.000;AS;DYRLEGEN PÅ NESODDEN AS;200;konkurs: False
817403492;NORMAR TRADING AS;19;33.120;AS;;200;konkurs: False
817404502;TOOLER AS;12;62.010;AS;SHAREFOX AS;200;konkurs: False
817456332;Cloud Investments AS;0;62.020;AS;;200;konkurs: False
817471862;STORGATA PLATEBAR AS;10;56.101;AS;;200;konkurs: False
817472222;STORMHAV AS;0;03.111;AS;;200;konkurs: False
817485812;INVENTRIX AS;;;AS;SPERA HELSE AS;200; slettdato: 2022-03-24
817492622;MIDAS EIENDOM AS;0;41.109;AS;;200;konkurs: False
817524222;Teoriappen AS;0;85.609;AS;;200;konkurs: False
817539602;5 ZENZES AS;0;96.020;AS;;200;konkurs: False
817548822;MLUNIA AS;0;68.209;AS;;200;konkurs: False
817554822;ALL IN SPORTS AS;;;AS;;200; slettdato: 2019-12-27
817608582;SUNDVÅGEN KYSTFISKE AS;0;03.111;AS;;200;konkurs: False
817627722;PROJECT NEON AS;7;73.110;AS;;200;konkurs: False
817636012;JTC AUTO AS;3;45.112;AS;;200;konkurs: False
817648452;VONSTETT MEDIA AS;1;90.034;AS;;200;konkurs: False
817649602;SILING INVEST AS;;;AS;;200; slettdato: 2021-04-12
817650082;2TRE GO AS;;;AS;;200; slettdato: 2021-10-12
817668992;ART BY LENA ANDERSEN;0;90.031;ENK;;200;konkurs: False
817670032;STOR OSLO VEI OG ANLEGG AS;;;AS;;200; slettdato: 2021-09-11
817677282;FAUN AS;0;68.100;AS;;200;konkurs: False
817681972;JURO EIENDOM AS;0;68.209;AS;;200;konkurs: False
817687512;LEYER AS;0;74.903;AS;;200;konkurs: False
817693482;SCAN-DIVE AS;1;42.210;AS;;200;konkurs: False
817707742;SIGRUN BEKKEVOLD;0;74.909;ENK;;200;konkurs: False
817708382;PARKETTSLIPEREN NORGE AS;;;AS;;200; slettdato: 2022-09-27
817719902;HEMJERN AS;0;72.190;AS;;200;konkurs: False
817737382;NITTAYA THAIMAT AS;;;AS;;200; slettdato: 2020-06-22
817741142;BELLE HOTELLDRIFT AS;;;AS;;200; slettdato: 2020-10-29
817744362;OPPMUNTRING AS;0;47.990;AS;;200;konkurs: False
817752292;MEIE AS;;;AS;;200; slettdato: 2020-05-12
817758142;KERMES & SAFFRON AS;0;64.308;AS;;200;konkurs: False
817769152;STOKKE INDUSTRI EIENDOM AS;0;72.190;AS;;200;konkurs: False
817781322;JENS A. LARSEN AAS ILLUSTRATION & DESIGN;0;90.031;ENK;;200;konkurs: False
817798772;HØSTBAKKEN EIENDOMSSERVICE AS;2;81.101;AS;;200;konkurs: False
817815782;Draftit Privacy AS;8;69.100;AS;VISMA DRAFTIT AS;200;konkurs: False
817826202;LOFOTSTRIKK GRO AGNETE BERGLUND;0;47.919;ENK;;200;konkurs: False
817833942;NESTA UTMARK AS;0;64.308;AS;;200;konkurs: False
817860532;MULTISERVICE NORD NORGE AS;;;AS;;200; slettdato: 2021-02-11
817864872;GLOBAL RENTALS AS;12;46.630;AS;;200;konkurs: False
817866182;STELLA EIENDOM AS;0;68.209;AS;;200;konkurs: False
817873162;Sport Outlet Harstad 31 AS;12;47.641;AS;SPORT OUTLET ALTA 31 AS;200;konkurs: False
817896952;MANGA RISIO ONWUAGHA;0;86.230;ENK;;200;konkurs: False
817902022;4 SMIL AS;;;AS;;200; slettdato: 2021-01-18
817912532;BALCHENBIL AS;3;45.200;AS;AUTODRIVE AS;200;konkurs: False
817919472;BOMPENGESELSKAP NORD AS;7;84.130;AS;;200;konkurs: False
817922392;SKULLERUD RØR AS;2;43.221;AS;;200;konkurs: False
817927262;HARK TECHNOLOGIES AS;12;46.431;AS;;200;konkurs: False
817932932;Bredbåndservice AS;4;61.100;AS;;200;konkurs: False
817934722;PRESSURA AS;6;71.129;AS;;200;konkurs: False
817950892;HYLKJE NÆRINGSBYGG 12 AS;0;68.209;AS;;200;konkurs: False
817993362;EAPARTNER AS;0;43.210;AS;;200;konkurs: False
817995012;JESSHEIM TRANSPORT AS;1;49.410;AS;;200;konkurs: False
818004842;GROSSISTEN AS;2;93.190;AS;;200;konkurs: False
818021682;KARNE HOLDING AS;0;70.220;AS;;200;konkurs: False
818021992;SÆTHER KYSTFISKE AS;;;AS;;200; slettdato: 2020-10-19
818032102;SYKEPLEIER JANE BERIT BERG;0;86.909;ENK;;200;konkurs: False
818039662;Trondheim Ølutsalg AS;7;47.259;AS;;200;konkurs: False
818059132;FUCHS KIROPRAKTIKK;0;86.909;ENK;ALFA KIROPRAKTIKK - FREDERIK FUCHS;200;konkurs: False
818065892;SANNE AS;18;86.909;AS;;200;konkurs: False
818095732;CFPH AS;0;88.101;AS;;200;konkurs: False
818097832;SKRANEVEGEN 52 AS;0;41.109;AS;HEI31 AS;200;konkurs: False
818103492;BOD OG BEDRING AS;1;74.103;AS;;200;konkurs: False
818112572;Maison Grabot AS;0;10.710;AS;;200;konkurs: False
818130252;Louises Gårdsdrift AS;0;56.101;AS;;200;konkurs: False
818131062;Wiggo Erichsen Holding AS;0;68.209;AS;;200;konkurs: False
818140932;LCA.NO AS;13;62.010;AS;;200;konkurs: False
818160682;SMUDART CRAFTS WENCHE ANDERSEN;0;96.090;ENK;;200;konkurs: False
818187432;GRATANGEN RØDE KORS;0;94.991;FLI;;200;konkurs: False
818274882;BIRKEBEINERSPELET AS;0;90.020;AS;;200;konkurs: False
818280122;BRISOL LOFOTEN AS;;;AS;;200; slettdato: 2021-11-02
818284942;KVIA INVESTERING AS;1;45.112;AS;;200;konkurs: False
818286252;Mlunia 2 AS;0;68.209;AS;;200;konkurs: False
818287712;VOLT SERVICE AS;46;03.213;AS;;200;konkurs: False
818297572;ELVFJORDEN HOLDING AS;0;68.209;AS;;200;konkurs: False
818312512;Hi5 Film AS;9;59.110;AS;;200;konkurs: False
818315562;TEIGEN TOTAL AS;1;74.903;AS;;200;konkurs: False
818316712;BASSKON AS;0;68.100;AS;;200;konkurs: False
818340532;EIDE LEGESENTER AS;0;86.211;AS;;200;konkurs: False
818342322;West Robotics And Digitalisation AS;0;62.010;AS;;200;konkurs: True
818343752;BIG FISH NORGE AS;5;74.102;AS;BIG FISH AS;200;konkurs: False
818347472;VARIAL MEDIA AS;;;AS;;200; slettdato: 2021-12-29
818347952;Boligutvikling Stavanger AS;;;AS;;200; slettdato: 2020-11-18
818351682;JACOB KJØDES EIENDOM AS;0;41.109;AS;;200;konkurs: False
818370652;SALTEN FISKEINDUSTRI AS;;;AS;;200; slettdato: 2022-09-17
818377142;TANNSMIA AS;7;32.500;AS;;200;konkurs: False
818398832;BERGSKOGEN AREAL AS;0;41.109;AS;HENRIKS VEI UTVIKLING AS;200;konkurs: False
818414862;BG VAULT AS;0;00.000;AS;;200;konkurs: False
818428812;CLAN AS;8;47.710;AS;;200;konkurs: False
818434472;TEAM LEWEL AS;0;85.510;AS;;200;konkurs: False
818441622;FRAM X AS;2;62.020;AS;;200;konkurs: False
818448252;TB CONSULT AS;;;AS;;200; slettdato: 2021-11-29
818476272;EIGANES INTERNATIONAL SCHOOL AS;39;85.201;AS;BISS SENTRUM AS;200;konkurs: False
818491352;Haugbukta Fysikalske ANS;0;86.902;ANS;;200;konkurs: False
818500742;BLUEOCEAN MARINE AS;;;AS;;200; slettdato: 2020-12-09
818500912;Mindshift AS;16;70.220;AS;;200;konkurs: False
818501072;EPOXYTEC AS;0;70.220;AS;EPO INVEST AS;200;konkurs: True
818510292;NORWEGIAN RAIN ROOM AS;;;AS;;200; slettdato: 2022-11-30
818547102;SIKKERHET 24/7 AS;;;AS;;200; slettdato: 2022-09-29
818562632;SUNLAND-EKER EIENDOM AS;0;17.120;AS;;200;konkurs: False
818576552;HERREKLINIKKEN NORGE AS;1;86.211;AS;C SPESIALIST AS;200;konkurs: False
818577672;COLLECTIVE AS;3;82.300;AS;;200;konkurs: False
818594682;BRÅTVEIT ENTREPRENØR AS;9;43.120;AS;;200;konkurs: False
818601212;GO2LOFOTEN AS;5;79.903;AS;;200;konkurs: False
818609582;ESSENS VIGDIS DAGSPA AS;18;96.020;AS;;200;konkurs: False
818625952;LYNGVÆR BEMANNING AS;1;78.200;AS;R. LYNGVÆR EIENDOM AS;200;konkurs: False
818627262;BERTGEN-BYGG AS;11;41.200;AS;BERGEN-BYGG AS;200;konkurs: False
818656742;ACER DIXON AS;1;85.599;AS;;200;konkurs: False
818658192;NYGAARDSGATA 39 HOLDING AS;0;68.209;AS;;200;konkurs: False
818668252;VETERINÆR ELVENES AS;1;75.000;AS;;200;konkurs: False
818670362;BOBIL OSLO AS;10;45.192;AS;;200;konkurs: False
818671652;PUDDING-TV AS;;;AS;;200; slettdato: 2021-11-09
818672322;INTSA AS;0;74.909;AS;;200;konkurs: False
818679262;BYGG & EIENDOM VEST AS;15;41.200;AS;;200;konkurs: False
818692722;CAM Eiendom AS;;;AS;;200; slettdato: 2019-12-17
818705182;STR8LINE AS;;;AS;;200; slettdato: 2020-11-09
818711832;LUFTAMBULANSETJENESTEN HF;28;86.907;SÆR;;200;konkurs: False
818718152;Røyskatt Holding AS;0;68.209;AS;;200;konkurs: False
818720572;VALLØ BÅT AS;4;33.150;AS;BBM TEKNIKK AS;200;konkurs: False
818746032;Geiranger Camping AS;3;55.300;AS;;200;konkurs: False
818755112;VIK ASSURANSE AS;0;66.290;AS;;200;konkurs: False
818765622;Uomo AS;0;68.209;AS;;200;konkurs: False
818767072;Prosjekt Service AS;1;71.121;AS;;200;konkurs: False
818770472;EFFEE AS;1;28.910;AS;;200;konkurs: False
818772092;SVOLVÆR HAVN DRIFT AS;0;55.101;AS;KABELVÅG HAVN DRIFT AS;200;konkurs: False
818780672;Bv Bygg AS;24;41.200;AS;;200;konkurs: False
818786492;STORØYODDEN EIENDOM AS;0;68.209;AS;;200;konkurs: False
818788282;PETROLEUM EIENDOM AS;0;68.209;AS;;200;konkurs: False
818810962;SUSHI 153 COLLORA;0;56.101;ENK;;200;konkurs: False
818858892;AE HOLDCO AS;0;68.209;AS;EMTUNGA HOLDCO AS;200;konkurs: False
818859872;STEINBRA BØMLO AS;;;AS;ØRJANSEN ANLEGG AS;200; slettdato: 2021-11-05
818865082;HAVBRUKSPARTNER AS;3;03.213;AS;;200;konkurs: False
818941382;Risørholmen Holding AS;0;46.381;AS;;200;konkurs: False
818952872;Thomassen Rør AS;5;43.221;AS;;200;konkurs: False
818983662;EMS-FEHN-GROUP SCANDINAVIA AS;42;42.220;AS;;200;konkurs: False
819004722;ENERGISUPPORT AS;;;AS;;200; slettdato: 2020-04-21
819006482;VIKSKJÆR AS;;;AS;;200; slettdato: 2021-12-20
819016682;ES BYGG OG RENOVERING STANEVICIUS;;;ENK;;200; slettdato: 2020-05-15
819035172;TECHFIKS AS;;;AS;;200; slettdato: 2022-01-22
819042462;Anskaffelsesadvokaten AS;1;69.100;AS;;200;konkurs: False
819046972;IDÉHUS HARSTAD AS;;;AS;;200; slettdato: 2020-07-02
819061602;Wok Ben Tre Sushi Takeaway AS;;;AS;;200; slettdato: 2022-11-21
819072272;VEST HAVBRUK AS;0;03.213;AS;;200;konkurs: False
819088632;STIFTINGA FEST I VEST;0;90.020;STI;;200;konkurs: False
819113912;NORSK SOLAR AS;20;71.129;AS;;200;konkurs: False
819115842;Ml-Service Jukka Matias Lehtinen;;;ENK;;200; slettdato: 2022-02-07
819132992;BYGG OG BRANNTEKNIKK AS;1;71.121;AS;;200;konkurs: False
819139652;JANNE LARSEN HOLDING AS;0;64.308;AS;;200;konkurs: False
819149712;FEEL24 TROMSØ AS;;;AS;;200; slettdato: 2022-05-31
819154082;JON TORE SAND AS;3;49.410;AS;;200;konkurs: False
819155372;AAA CARCARE AS;;;AS;JESSHEIM BILPLEIE AS;200; slettdato: 2022-01-31
819165572;KYSTEN VANNSPORT AS;;;AS;;200; slettdato: 2021-09-21
819167362;Baumah Krzysztof Zalewski;;;ENK;;200; slettdato: 2022-05-30
819175632;B&D UTVIKLING AS;;;AS;;200; slettdato: 2021-03-13
819180792;Tømrer Th Andersen;0;41.200;ENK;;200;konkurs: True
819196672;Wieland BlueSea AS;;;AS;;200; slettdato: 2020-09-30
819200262;VANYLVEN BILPLEIE AS;1;45.200;AS;;200;konkurs: False
819218862;DESIRED OUTCOME HOLDING AS;0;85.599;AS;;200;konkurs: False
819229392;VIDENTIUM AS;0;62.010;AS;;200;konkurs: False
819257132;STØYP-IT AS;7;43.990;AS;;200;konkurs: False
819272042;VIDAR J KRISTIANSEN AS;2;46.739;AS;;200;konkurs: False
819272182;IN THE PARK AS;1;90.011;AS;;200;konkurs: False
819306532;WESTJORD;0;74.101;ENK;;200;konkurs: False
819307792;KAREN CONSULTING;0;70.220;ENK;KAREN CONSULTING KAREN SANN FOUGNER;200;konkurs: False
819328692;STAURBAKK AS;12;43.210;AS;;200;konkurs: False
819334072;POWERLINE ICS AS;2;71.129;AS;;200;konkurs: False
819336172;Skeiv Verden Vest;0;94.991;FLI;;200;konkurs: False
819348502;Fosen Trapp & Interiør AS;8;16.232;AS;;200;konkurs: False
819360502;GLASSCON AS;6;47.529;AS;;200;konkurs: False
819378142;ØVSTTUNVEIEN 46 AS;0;41.109;AS;;200;konkurs: False
819392692;KNH AS;0;47.914;AS;USOM AS;200;konkurs: False
819405042;KURSEKSPERTEN AS;;;AS;;200; slettdato: 2020-07-17
819415072;FRK. BREKKE AS;0;47.510;AS;;200;konkurs: True
819418462;WILDPHOTO NORWAY AS;0;79.903;AS;SMØLA NATUROPPLEVELSER AS;200;konkurs: False
819421552;BIATHLONTEAM AS;0;93.190;AS;;200;konkurs: False
819481822;HENRIETTES KJØKKEN HAUGALANDET AS;;;AS;;200; slettdato: 2020-09-22
819483922;PARA SAMFUNN;5;90.012;FLI;;200;konkurs: False
819487812;ASKIMREGIONEN NÆRINGSUTVIKLING AS;2;70.220;AS;INDRE ØSTFOLD NÆRINGSUTVIKLING AS;200;konkurs: False
819494002;NUBBEN BARNEHAGEDRIFT AS;26;88.911;AS;;200;konkurs: False
819499292;SIGGMA SUBSEA AS;2;71.129;AS;;200;konkurs: False
819502102;TENDRA AS;0;46.493;AS;KODA GROUP AS;200;konkurs: False
819511772;SNØFOKK AS;6;56.101;AS;;200;konkurs: False
819558752;BY NORWEGIANS AS;0;47.789;AS;;200;konkurs: False
819563292;Sport Outlet Lillehammer 45 AS;9;46.494;AS;;200;konkurs: False
819572062;GRØNN BOLIG HOLMESTRAND AS;;;AS;;200; slettdato: 2020-03-19
819574502;OPPDAL TRAFIKKSKOLE AS;6;85.530;AS;;200;konkurs: False
819607842;Sport Norge Kristiansund 515 AS;15;46.494;AS;SPORT OUTLET STOVNER 75 AS;200;konkurs: False
819626472;IMN INNOVATION MEDICAL NORWAY JENS KJELDGAARD;0;46.180;ENK;;200;konkurs: False
819649952;TEACH ME AS;0;62.010;AS;;200;konkurs: False
819656312;STAVANGER MASKIN AS;2;43.120;AS;;200;konkurs: False
819657742;GDK PRO AS;2;43.320;AS;;200;konkurs: False
819700842;MALERBODEN STORD AS;7;47.523;AS;;200;konkurs: False
819706662;FØLL AS;1;41.200;AS;;200;konkurs: False
819716072;STRABOO AS;0;62.010;AS;;200;konkurs: False
819732612;MØRKVED HANDELSEIENDOM AS;0;68.100;AS;;200;konkurs: False
819733872;KOBBERLØPET AS;1;79.903;AS;;200;konkurs: False
819743142;STOKMARKNESBYGGET AS;11;68.209;AS;;200;konkurs: False
819745412;KÅLSTØ HOLDING AS;0;47.111;AS;;200;konkurs: False
819748462;CAMAR HOLDING AS;0;68.209;AS;;200;konkurs: False
819750092;TØMMERVIKGRUPPEN 2 AS;0;70.220;AS;;200;konkurs: False
819757712;FRODE SMINES AS;3;43.120;AS;;200;konkurs: False
819760632;RCC INVEST AS;0;68.100;AS;;200;konkurs: False
819760772;INGSCAN AS;;;AS;;200; slettdato: 2021-05-18
819777292;MOLDE AUTO AS;3;68.209;AS;;200;konkurs: False
819785082;BLUSHSTUDIO AS;13;96.020;AS;;200;konkurs: False
819794952;B.TVEIT;;;ENK;;200; slettdato: 2020-07-03
819815852;Skarsdalen Utvikling AS;0;68.209;AS;;200;konkurs: False
819827842;EA Solutions AS;9;33.120;AS;KYMAR SOLUTIONS AS;200;konkurs: False
819832412;APARTÉ AS;0;47.299;AS;;200;konkurs: False
819849862;ERM EIENDOM AS;0;00.000;AS;;200;konkurs: False
819855072;HALL MONTASJE AS;6;41.200;AS;;200;konkurs: False
819855412;Nordisk Vedlikehold AS;;;AS;;200; slettdato: 2021-03-11
819859752;TRE & MASKIN AS;1;41.200;AS;;200;konkurs: False
819886482;SAMEIET PRESTGÅRDSLIA;0;;ESEK;;200;konkurs: False
819888132;HJEM & INTERIØR KOMOROWSKA;0;43.341;ENK;;200;konkurs: False
819894922;BLOMERIET BLOMSTER AS;3;47.919;AS;;200;konkurs: False
819923752;KVÅLSETH UTLEIGE AS;0;77.110;AS;;200;konkurs: False
819927782;SVIGERFAR AS;2;81.101;AS;;200;konkurs: False
819933472;AUTOSPORT VERKSTED AS;1;45.200;AS;;200;konkurs: False
819935602;MC GARASJEN AS;3;45.403;AS;;200;konkurs: False
819943702;CONVERT EIENDOM AS;0;68.209;AS;;200;konkurs: False
819944482;Sana Oris Tannklinikk AS;13;86.230;AS;;200;konkurs: False
819944962;PROENCO AS;21;63.110;AS;ASCERTRA AS;200;konkurs: False
819952892;IN HOUSE EIENDOMSMEGLING AS;6;68.310;AS;;200;konkurs: False
819982252;SEKO ELEKTROTEKNIKK AS;2;27.110;AS;;200;konkurs: False
819997292;7 FJELL KJEVEORTOPEDI AS;;;AS;;200; slettdato: 2020-12-21
819998922;TØMRER TOMMY JOHANSEN AS;1;41.200;AS;;200;konkurs: False
819999422;TRULS REPPE;;;ENK;;200; slettdato: 2019-07-23
820012542;Yako Restaurantdrift AS;5;56.101;AS;;200;konkurs: False
820014642;VESTERÅLSGATA 110 AS;0;68.209;AS;;200;konkurs: False
820024842;WISER AS;0;00.000;AS;;200;konkurs: False
820026012;TOLÅS MARKETING AS;0;77.320;AS;;200;konkurs: False
820067592;FNP C3-2 AS;0;68.209;AS;;200;konkurs: False
820072332;FNP FELT B VEST AS;0;68.209;AS;;200;konkurs: False
820119282;FNP I4-3 AS;;;AS;;200; slettdato: 2020-11-03
820119312;FNP I4-4 AS;;;AS;;200; slettdato: 2020-11-03
820123212;LOFOTEN TRUCKSERVICE UTLEIE AS;0;77.390;AS;LOFOTEN UTLEIESENTER AS;200;konkurs: False
820169522;Somna AS;;;AS;;200; slettdato: 2020-06-09
820174402;HBAUER AS;;;AS;;200; slettdato: 2022-05-09
820175972;WT INVESTMENT AS;;;AS;;200; slettdato: 2021-12-14
820177592;PLAN C AS;0;59.110;AS;;200;konkurs: False
820180682;HAUGMO AS;;;AS;;200; slettdato: 2020-08-24
820184602;Eierseksjonssameiet Sem Hageby;0;;ESEK;;200;konkurs: False
820230582;SAMEIET KONGENS GATE 28 A-B;0;;ESEK;;200;konkurs: False
820244672;AGGREGAT SERVICE AS;0;33.120;AS;;200;konkurs: False
820249682;OLSOK AS;12;47.710;AS;;200;konkurs: False
820251342;WEBJØRNSEN TRADING;;;ENK;;200; slettdato: 2020-06-12
820260082;ASH AS;5;71.121;AS;;200;konkurs: False
820261542;NARVIK BYGG PROSJEKT AS;2;41.109;AS;;200;konkurs: False
820277902;KVAMSØY FRITIDSBOLIGER AS;0;41.200;AS;;200;konkurs: False
820297032;SEAS ECO AS;0;39.000;AS;;200;konkurs: True
820320832;SKARVHYTTA AS;0;41.200;AS;REINE UTVIKLING AS;200;konkurs: False
820328922;Sentrum Tannklinikk Alta AS;7;86.230;AS;;200;konkurs: False
820365232;HJORTERO EIENDOM AS;0;68.209;AS;FJELLHAMMERVEIEN 11C AS;200;konkurs: False
820365682;PRORES FIELD MANAGEMENT AS;2;09.101;AS;WELL INTERCEPT AS;200;konkurs: False
820370422;BSA BETONGVARE AS;3;46.739;AS;;200;konkurs: False
820375572;CURIE AS;;;AS;;200; slettdato: 2023-01-09
820379942;G3 UTVIKLING AS;0;41.109;AS;;200;konkurs: False
820382722;Jho Maskin Og Transport AS;1;43.120;AS;;200;konkurs: False
820387732;STORMVIND AS;5;70.220;AS;;200;konkurs: False
820390342;PAPIRDESIGN AS;3;74.102;AS;;200;konkurs: False
820404122;FORENINGEN FORTELLINGENS KRAFT;0;94.991;FLI;;200;konkurs: False
820411382;Trondheim Stein AS;4;43.990;AS;;200;konkurs: False
820416112;Vaar AS;11;96.020;AS;;200;konkurs: False
820427092;M&M PROPERTY AS;0;68.209;AS;;200;konkurs: False
820430662;GEO BODØ AS;0;68.209;AS;GEO GRUPPEN AS;200;konkurs: False
820443942;MVR LANDBRUK & VEIDRIFT AS;0;43.120;AS;;200;konkurs: False
820444132;STENVIK POWER GROUP AS;0;35.140;AS;SPG AS;200;konkurs: False
